"REF_DATE","GEO","DGUID","Mortgages","Increases and decreases","Type of mortgage","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1984-01","Canada","2016A000011124","Total, mortgage loans outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36421","1.1.1.1","36173","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36463","1.2.1.1","35484","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Residential mortgages, insured","Dollars","81","millions","6","v36478","1.2.1.3","17017","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Residential mortgages, uninsured","Dollars","81","millions","6","v36493","1.2.1.4","15758","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36429","1.2.1.6","1617","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Non-residential, farm mortgages","Dollars","81","millions","6","v36444","1.2.1.7","1092","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Total, mortgages","Dollars","81","millions","6","v36464","1.2.2.1","2727","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Residential mortgages, insured","Dollars","81","millions","6","v36479","1.2.2.3","1054","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Residential mortgages, uninsured","Dollars","81","millions","6","v36494","1.2.2.4","1364","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36430","1.2.2.6","188","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Non-residential, farm mortgages","Dollars","81","millions","6","v36445","1.2.2.7","121","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Total, mortgages","Dollars","81","millions","6","v36465","1.2.3.1","2042","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Residential mortgages, insured","Dollars","81","millions","6","v36480","1.2.3.3","812","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Residential mortgages, uninsured","Dollars","81","millions","6","v36495","1.2.3.4","1027","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36431","1.2.3.6","133","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Non-residential, farm mortgages","Dollars","81","millions","6","v36446","1.2.3.7","70","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Total, mortgages","Dollars","81","millions","6","v36466","1.2.4.1","54","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Residential mortgages, insured","Dollars","81","millions","6","v36481","1.2.4.3","33","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Residential mortgages, uninsured","Dollars","81","millions","6","v36496","1.2.4.4","20","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36432","1.2.4.6","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Non-residential, farm mortgages","Dollars","81","millions","6","v36447","1.2.4.7","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total, mortgages","Dollars","81","millions","6","v36467","1.2.5.1","53","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","33","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","20","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36433","1.2.5.6","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36448","1.2.5.7","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Total, mortgages","Dollars","81","millions","6","v36468","1.2.6.1","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, insured","Dollars","81","millions","6","v36483","1.2.6.3","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36498","1.2.6.4","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36434","1.2.6.6","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36449","1.2.6.7","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Total, mortgages","Dollars","81","millions","6","v36469","1.2.7.1","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, insured","Dollars","81","millions","6","v36484","1.2.7.3","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, uninsured","Dollars","81","millions","6","v36499","1.2.7.4","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36435","1.2.7.6","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, farm mortgages","Dollars","81","millions","6","v36450","1.2.7.7","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Total, mortgages","Dollars","81","millions","6","v36470","1.2.8.1","631","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Residential mortgages, insured","Dollars","81","millions","6","v36485","1.2.8.3","209","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Residential mortgages, uninsured","Dollars","81","millions","6","v36500","1.2.8.4","315","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36436","1.2.8.6","55","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Non-residential, farm mortgages","Dollars","81","millions","6","v36451","1.2.8.7","51","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Total, mortgages","Dollars","81","millions","6","v36471","1.2.9.1","1840","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Residential mortgages, insured","Dollars","81","millions","6","v36486","1.2.9.3","763","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Residential mortgages, uninsured","Dollars","81","millions","6","v36422","1.2.9.4","892","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36437","1.2.9.6","136","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Non-residential, farm mortgages","Dollars","81","millions","6","v36452","1.2.9.7","50","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Total, mortgages","Dollars","81","millions","6","v36472","1.2.10.1","1720","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Residential mortgages, insured","Dollars","81","millions","6","v36487","1.2.10.3","725","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Residential mortgages, uninsured","Dollars","81","millions","6","v36423","1.2.10.4","824","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36438","1.2.10.6","121","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Non-residential, farm mortgages","Dollars","81","millions","6","v36453","1.2.10.7","50","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Total, mortgages","Dollars","81","millions","6","v36473","1.2.11.1","34","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Residential mortgages, insured","Dollars","81","millions","6","v36488","1.2.11.3","30","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Residential mortgages, uninsured","Dollars","81","millions","6","v36424","1.2.11.4","4","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36439","1.2.11.6","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Non-residential, farm mortgages","Dollars","81","millions","6","v36454","1.2.11.7","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total, mortgages","Dollars","81","millions","6","v36474","1.2.12.1","34","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","30","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","4","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36440","1.2.12.6","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36455","1.2.12.7","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Total, mortgages","Dollars","81","millions","6","v36475","1.2.13.1","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, insured","Dollars","81","millions","6","v36490","1.2.13.3","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36426","1.2.13.4","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36441","1.2.13.6","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36456","1.2.13.7","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Total, mortgages","Dollars","81","millions","6","v36476","1.2.14.1","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, insured","Dollars","81","millions","6","v36491","1.2.14.3","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, uninsured","Dollars","81","millions","6","v36427","1.2.14.4","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36442","1.2.14.6","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, farm mortgages","Dollars","81","millions","6","v36457","1.2.14.7","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Total, mortgages","Dollars","81","millions","6","v36477","1.2.15.1","86","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Residential mortgages, insured","Dollars","81","millions","6","v36492","1.2.15.3","8","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Residential mortgages, uninsured","Dollars","81","millions","6","v36428","1.2.15.4","63","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36443","1.2.15.6","15","","","","0"
"1984-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Non-residential, farm mortgages","Dollars","81","millions","6","v36458","1.2.15.7","0","","","","0"
"1984-01","Canada","2016A000011124","Mortgage loans outside Canada outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36459","1.3.1.1","714","","","","0"
"1984-01","Canada","2016A000011124","Allowance for credit losses","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36462","1.4.1.1","25","","","","0"
"1984-04","Canada","2016A000011124","Total, mortgage loans outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36421","1.1.1.1","37680","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36463","1.2.1.1","36969","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Residential mortgages, insured","Dollars","81","millions","6","v36478","1.2.1.3","17570","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Residential mortgages, uninsured","Dollars","81","millions","6","v36493","1.2.1.4","16513","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36429","1.2.1.6","1674","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Non-residential, farm mortgages","Dollars","81","millions","6","v36444","1.2.1.7","1213","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Total, mortgages","Dollars","81","millions","6","v36464","1.2.2.1","3588","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Residential mortgages, insured","Dollars","81","millions","6","v36479","1.2.2.3","1393","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Residential mortgages, uninsured","Dollars","81","millions","6","v36494","1.2.2.4","1766","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36430","1.2.2.6","234","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Non-residential, farm mortgages","Dollars","81","millions","6","v36445","1.2.2.7","194","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Total, mortgages","Dollars","81","millions","6","v36465","1.2.3.1","2774","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Residential mortgages, insured","Dollars","81","millions","6","v36480","1.2.3.3","1145","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Residential mortgages, uninsured","Dollars","81","millions","6","v36495","1.2.3.4","1355","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36431","1.2.3.6","164","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Non-residential, farm mortgages","Dollars","81","millions","6","v36446","1.2.3.7","110","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Total, mortgages","Dollars","81","millions","6","v36466","1.2.4.1","24","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Residential mortgages, insured","Dollars","81","millions","6","v36481","1.2.4.3","15","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Residential mortgages, uninsured","Dollars","81","millions","6","v36496","1.2.4.4","9","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36432","1.2.4.6","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Non-residential, farm mortgages","Dollars","81","millions","6","v36447","1.2.4.7","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total, mortgages","Dollars","81","millions","6","v36467","1.2.5.1","22","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","13","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","9","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36433","1.2.5.6","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36448","1.2.5.7","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Total, mortgages","Dollars","81","millions","6","v36468","1.2.6.1","2","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, insured","Dollars","81","millions","6","v36483","1.2.6.3","2","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36498","1.2.6.4","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36434","1.2.6.6","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36449","1.2.6.7","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Total, mortgages","Dollars","81","millions","6","v36469","1.2.7.1","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, insured","Dollars","81","millions","6","v36484","1.2.7.3","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, uninsured","Dollars","81","millions","6","v36499","1.2.7.4","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36435","1.2.7.6","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, farm mortgages","Dollars","81","millions","6","v36450","1.2.7.7","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Total, mortgages","Dollars","81","millions","6","v36470","1.2.8.1","790","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Residential mortgages, insured","Dollars","81","millions","6","v36485","1.2.8.3","234","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Residential mortgages, uninsured","Dollars","81","millions","6","v36500","1.2.8.4","403","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36436","1.2.8.6","70","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Non-residential, farm mortgages","Dollars","81","millions","6","v36451","1.2.8.7","84","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Total, mortgages","Dollars","81","millions","6","v36471","1.2.9.1","2102","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Residential mortgages, insured","Dollars","81","millions","6","v36486","1.2.9.3","841","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Residential mortgages, uninsured","Dollars","81","millions","6","v36422","1.2.9.4","1011","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36437","1.2.9.6","177","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Non-residential, farm mortgages","Dollars","81","millions","6","v36452","1.2.9.7","73","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Total, mortgages","Dollars","81","millions","6","v36472","1.2.10.1","1978","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Residential mortgages, insured","Dollars","81","millions","6","v36487","1.2.10.3","807","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Residential mortgages, uninsured","Dollars","81","millions","6","v36423","1.2.10.4","938","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36438","1.2.10.6","160","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Non-residential, farm mortgages","Dollars","81","millions","6","v36453","1.2.10.7","73","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Total, mortgages","Dollars","81","millions","6","v36473","1.2.11.1","31","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Residential mortgages, insured","Dollars","81","millions","6","v36488","1.2.11.3","20","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Residential mortgages, uninsured","Dollars","81","millions","6","v36424","1.2.11.4","11","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36439","1.2.11.6","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Non-residential, farm mortgages","Dollars","81","millions","6","v36454","1.2.11.7","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total, mortgages","Dollars","81","millions","6","v36474","1.2.12.1","30","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","19","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","10","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36440","1.2.12.6","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36455","1.2.12.7","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Total, mortgages","Dollars","81","millions","6","v36475","1.2.13.1","1","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, insured","Dollars","81","millions","6","v36490","1.2.13.3","1","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36426","1.2.13.4","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36441","1.2.13.6","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36456","1.2.13.7","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Total, mortgages","Dollars","81","millions","6","v36476","1.2.14.1","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, insured","Dollars","81","millions","6","v36491","1.2.14.3","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, uninsured","Dollars","81","millions","6","v36427","1.2.14.4","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36442","1.2.14.6","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, farm mortgages","Dollars","81","millions","6","v36457","1.2.14.7","0","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Total, mortgages","Dollars","81","millions","6","v36477","1.2.15.1","93","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Residential mortgages, insured","Dollars","81","millions","6","v36492","1.2.15.3","13","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Residential mortgages, uninsured","Dollars","81","millions","6","v36428","1.2.15.4","62","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36443","1.2.15.6","17","","","","0"
"1984-04","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Non-residential, farm mortgages","Dollars","81","millions","6","v36458","1.2.15.7","1","","","","0"
"1984-04","Canada","2016A000011124","Mortgage loans outside Canada outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36459","1.3.1.1","735","","","","0"
"1984-04","Canada","2016A000011124","Allowance for credit losses","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36462","1.4.1.1","24","","","","0"
"1984-07","Canada","2016A000011124","Total, mortgage loans outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36421","1.1.1.1","39044","","","","0"
"1984-07","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36463","1.2.1.1","37722","","","","0"
"1984-07","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Residential mortgages, insured","Dollars","81","millions","6","v36478","1.2.1.3","17698","","","","0"
"1984-07","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Residential mortgages, uninsured","Dollars","81","millions","6","v36493","1.2.1.4","16990","","","","0"
"1984-07","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36429","1.2.1.6","1732","","","","0"
"1984-07","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Non-residential, farm mortgages","Dollars","81","millions","6","v36444","1.2.1.7","1302","","","","0"
"1984-07","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Total, mortgages","Dollars","81","millions","6","v36464","1.2.2.1","3103","","","","0"
"1984-07","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Residential mortgages, insured","Dollars","81","millions","6","v36479","1.2.2.3","1247","","","","0"
"1984-07","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Residential mortgages, uninsured","Dollars","81","millions","6","v36494","1.2.2.4","1484","","","","0"
"1984-07","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36430","1.2.2.6","216","","","","0"
"1984-07","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Non-residential, farm mortgages","Dollars","81","millions","6","v36445","1.2.2.7","156","","","","0"
